Unnamed: 0,MOFname,void_fraction,void_fraction_imputed,void_volume [cm^3/g],void_volume_imputed,surface_area [m^2/g],surface_area_imputed
49,mof_unit_pretest_49,0.1637599999999999,0,0.1305999999999999,0,921.56,0
50,mof_unit_pretest_50,0.40404,0,0.5969999999999999,0,2821.79,0
51,mof_unit_pretest_51,0.2157,0,0.249,0,1583.08,0
52,mof_unit_pretest_52,0.3160399999999999,0,0.2917,0,1381.28,0
53,mof_unit_pretest_53,0.4119999999999999,0,0.7388,0,3618.77,0
54,mof_unit_pretest_54,0.1420799999999999,0,0.1147,0,1383.47216796875,1
55,mof_unit_pretest_55,0.2341699999999999,0,0.2747999999999999,0,1686.12,0
56,mof_unit_pretest_56,0.36112,0,0.4496999999999999,0,2332.88,0
57,mof_unit_pretest_57,0.32743,0,0.375,0,2084.91,0
58,mof_unit_pretest_58,0.4261699999999999,0,0.5413999999999999,0,2818.58,0
59,mof_unit_pretest_59,0.17982,0,0.183,0,2981.654052734375,1
60,mof_unit_pretest_60,0.2251199999999999,0,0.2162999999999999,0,1378.37,0
61,mof_unit_pretest_61,0.13263,0,0.1368,0,463.77,0
62,mof_unit_pretest_62,0.2279699999999998,0,0.2210999999999999,0,1596.3,0
63,mof_unit_pretest_63,0.3797499999999999,0,0.4581,0,2826.02,0
64,mof_unit_pretest_64,0.37733,0,0.4975999999999999,0,3474.89,0
65,mof_unit_pretest_65,0.1176599999999999,0,0.0870999999999999,0,512.92,0
66,mof_unit_pretest_66,0.11388,0,0.0888,0,623.82,0
67,mof_unit_pretest_67,0.2041699999999999,0,0.2054,0,1302.86,0
68,mof_unit_pretest_68,0.1507599999999998,0,0.1191,0,819.97,0
69,mof_unit_pretest_69,0.1502999999999999,0,0.1481,0,991.71,0
70,mof_unit_pretest_70,0.1012899999999998,0,0.0667999999999999,0,415.22,0
71,mof_unit_pretest_71,0.32621,0,0.4561,0,2824.67,0
72,mof_unit_pretest_72,0.2810699999999999,0,0.2960999999999999,0,2223.17,0
73,mof_unit_pretest_73,0.35843,0,0.4355999999999999,0,2161.41,0
74,mof_unit_pretest_74,0.1548799999999999,0,0.1526,0,975.82,0
75,mof_unit_pretest_75,0.09625,0,0.0683,0,374.5766906738281,1
76,mof_unit_pretest_76,0.18695,0,0.1816,0,1104.15,0
77,mof_unit_pretest_77,0.05952,0,0.0425999999999999,0,175.13465881347656,1
78,mof_unit_pretest_78,0.05451,0,0.0378,0,209.07485961914062,1
79,mof_unit_pretest_79,0.2650799999999999,0,0.2874999999999999,0,1485.65,0
80,mof_unit_pretest_80,0.2274799999999999,0,0.1961,0,1304.08,0
81,mof_unit_pretest_81,0.3584199999999999,0,0.3728,0,1930.56,0
82,mof_unit_pretest_82,0.5202399999999999,0,0.9299,0,3576.52,0
83,mof_unit_pretest_83,0.23733,0,0.2826,0,1745.51,0
84,mof_unit_pretest_84,0.22745,0,0.2187,0,1400.35,0
85,mof_unit_pretest_85,0.04274,0,0.0271999999999999,0,176.44,0
86,mof_unit_pretest_86,0.2997799999999999,0,0.3947999999999999,0,2529.2,0
87,mof_unit_pretest_87,0.2279799999999999,0,0.2009,0,1079.39,0
88,mof_unit_pretest_88,0.2343599999999999,0,0.1940999999999999,0,1134.69,0
89,mof_unit_pretest_89,0.4238199999999999,0,0.7591999999999999,0,3326.38,0
90,mof_unit_pretest_90,0.0992299999999999,0,0.0889,0,1313.0552978515625,1
91,mof_unit_pretest_91,0.3266399999999999,0,0.4007,0,2285.94,0
92,mof_unit_pretest_92,0.0659299999999999,0,0.0465,0,512.6388549804688,1
93,mof_unit_pretest_93,0.0477599999999999,0,0.0310999999999999,0,212.92848205566406,1
94,mof_unit_pretest_94,0.2109199999999999,0,0.1983,0,1379.67,0
95,mof_unit_pretest_95,0.3312899999999999,0,0.4299999999999999,0,2568.74,0
96,mof_unit_pretest_96,0.2141299999999999,0,0.263,0,1823.89,0
97,mof_unit_pretest_97,0.20271,0,0.1202,0,718.56,0
98,mof_unit_pretest_98,0.3235099999999999,0,0.3941,0,2227.8,0
99,mof_unit_pretest_99,0.25435,0,0.2843999999999999,0,1622.31,0
100,mof_unit_pretest_100,0.2686299999999999,0,0.275,0,1746.52,0
101,mof_unit_pretest_101,0.2278599999999999,0,0.197,0,1375.84,0
102,mof_unit_pretest_102,0.3714,0,0.5774,0,3075.55,0
103,mof_unit_pretest_103,0.2081099999999999,0,0.1449,0,855.4199999999998,0
104,mof_unit_pretest_104,0.0413299999999999,0,0.0286,0,219.73611450195312,1
105,mof_unit_pretest_105,0.39283,0,0.6551,0,3154.77,0
106,mof_unit_pretest_106,0.2989699999999999,0,0.327,0,1837.93,0
107,mof_unit_pretest_107,0.2425799999999999,0,0.2160999999999999,0,1444.87,0
108,mof_unit_pretest_108,0.10019,0,0.0732,0,346.4124450683594,1
109,mof_unit_pretest_109,0.4098699999999999,0,0.6532999999999999,0,3291.08,0
110,mof_unit_pretest_110,0.3546199999999999,0,0.4551,0,2581.2,0
111,mof_unit_pretest_111,0.15975,0,0.1252,0,801.9299999999998,0
112,mof_unit_pretest_112,0.1033371165394783,1,0.01129817471504344,1,244.97463989257812,1
113,mof_unit_pretest_113,0.18795,0,0.2021,0,723.0399999999998,0
114,mof_unit_pretest_114,0.34087,0,0.3834,0,2222.63,0
115,mof_unit_pretest_115,0.32773,0,0.3523,0,1982.81,0
116,mof_unit_pretest_116,0.3857443034648895,1,0.5948394163299008,1,3467.421875,1
117,mof_unit_pretest_117,0.20729,0,0.2114999999999999,0,1278.93,0
118,mof_unit_pretest_118,0.17634,0,0.1763,0,1092.69,0
119,mof_unit_pretest_119,0.1303,0,0.1283,0,766.5280151367188,1
120,mof_unit_pretest_120,0.1906499999999999,0,0.1598,0,922.32,0
121,mof_unit_pretest_121,0.40494,0,0.6307,0,3452.99,0
122,mof_unit_pretest_122,0.10611,0,0.0966999999999999,0,672.7355346679688,1
123,mof_unit_pretest_123,0.04052,0,0.0298999999999999,0,216.09848022460938,1
124,mof_unit_pretest_124,0.35363,0,0.4607,0,2467.52,0
125,mof_unit_pretest_125,0.08641,0,0.0623,0,308.0567932128906,1
126,mof_unit_pretest_126,0.4267799999999999,0,0.6824,0,3543.17,0
127,mof_unit_pretest_127,0.1321099999999998,0,0.1203,0,705.8275756835938,1
128,mof_unit_pretest_128,0.1567699999999999,0,0.1332,0,804.52,0
129,mof_unit_pretest_129,0.2241199999999999,0,0.1714,0,1110.27,0
130,mof_unit_pretest_130,0.2508799999999999,0,0.2852,0,1855.38,0
131,mof_unit_pretest_131,0.09492,0,0.0753,0,387.00482177734375,1
132,mof_unit_pretest_132,0.3567299999999999,0,0.4178999999999999,0,1791.88,0
133,mof_unit_pretest_133,0.12292,0,0.0994,0,204.39,0
134,mof_unit_pretest_134,0.27628,0,0.3039999999999999,0,1759.58,0
135,mof_unit_pretest_135,0.0933399999999998,0,0.0643999999999999,0,848.1751098632812,1
136,mof_unit_pretest_136,0.1126,0,0.0912,0,472.4500732421875,1
137,mof_unit_pretest_137,0.1571799999999999,0,0.1579,0,853.7799999999999,0
138,mof_unit_pretest_138,0.15448,0,0.1293999999999999,0,817.23,0
139,mof_unit_pretest_139,0.4062399999999999,0,0.5181999999999999,0,2181.23,0
140,mof_unit_pretest_140,0.3738699999999999,0,0.5059,0,2632.56,0
141,mof_unit_pretest_141,0.08211,0,0.0478999999999999,0,239.92832946777344,1
142,mof_unit_pretest_142,0.44472,0,0.7364,0,3500.67,0
143,mof_unit_pretest_143,0.2388,0,0.259,0,1767.66,0
144,mof_unit_pretest_144,0.38704,0,0.5222999999999999,0,2032.39,0
145,mof_unit_pretest_145,0.3133199999999999,0,0.3718,0,2290.0,0
146,mof_unit_pretest_146,0.2446699999999998,0,0.2707999999999999,0,1697.94,0
147,mof_unit_pretest_147,0.33426,0,0.503,0,2811.41,0
148,mof_unit_pretest_148,0.1433899999999999,0,0.1126,0,655.99,0
149,mof_unit_pretest_149,0.2041699999999999,0,0.1698,0,1092.36,0
150,mof_unit_pretest_150,0.26234,0,0.3130999999999999,0,1985.87,0
151,mof_unit_pretest_151,0.26639,0,0.2341999999999999,0,1477.67,0
152,mof_unit_pretest_152,0.18886,0,0.188,0,1177.42,0
153,mof_unit_pretest_153,0.2602999999999999,0,0.2927,0,1748.32,0
154,mof_unit_pretest_154,0.11143,0,0.0801,0,582.53,0
155,mof_unit_pretest_155,0.19028,0,0.2049999999999999,0,1492.66,0
156,mof_unit_pretest_156,0.13782,0,0.1182,0,769.75,0
157,mof_unit_pretest_157,0.2514699999999999,0,0.3342999999999999,0,2364.42,0
158,mof_unit_pretest_158,0.09748480468988419,1,0.0477465825617496,1,275.93402099609375,1
159,mof_unit_pretest_159,0.2321999999999999,0,0.261,0,1654.81,0
160,mof_unit_pretest_160,0.0697099999999999,0,0.0512999999999999,0,230.32269287109375,1
161,mof_unit_pretest_161,0.0643299999999999,0,0.0476999999999999,0,253.50917053222656,1
162,mof_unit_pretest_162,0.0439599999999999,0,0.0304999999999999,0,280.45257568359375,1
163,mof_unit_pretest_163,0.0417999999999999,0,0.0261,0,528.0337524414062,1
164,mof_unit_pretest_164,0.3146499999999999,0,0.4176,0,2626.72,0
165,mof_unit_pretest_165,0.2278999999999999,0,0.2243999999999999,0,1625.54,0
166,mof_unit_pretest_166,0.29915,0,0.3956,0,2668.13,0
167,mof_unit_pretest_167,0.16158,0,0.1597,0,1714.69287109375,1
168,mof_unit_pretest_168,0.10005,0,0.0690999999999999,0,785.088623046875,1
169,mof_unit_pretest_169,0.2522499999999999,0,0.2451,0,1362.92,0
170,mof_unit_pretest_170,0.3047199999999999,0,0.2868,0,1606.98,0
171,mof_unit_pretest_171,0.20177,0,0.2114999999999999,0,1315.13,0
172,mof_unit_pretest_172,0.3757599999999999,0,0.5703,0,3573.96,0
173,mof_unit_pretest_173,0.19012,0,0.1877,0,1032.37,0
174,mof_unit_pretest_174,0.11715,0,0.113,0,681.3050537109375,1
175,mof_unit_pretest_175,0.21035,0,0.2265,0,1106.59,0
176,mof_unit_pretest_176,0.2803899999999999,0,0.3134,0,2219.59,0
177,mof_unit_pretest_177,0.2492,0,0.1759,0,1062.57,0
178,mof_unit_pretest_178,0.1664799999999999,0,0.1419999999999999,0,939.796630859375,1
179,mof_unit_pretest_179,0.2185,0,0.2054,0,1220.79,0
180,mof_unit_pretest_180,0.25835,0,0.2642999999999999,0,1655.61,0
181,mof_unit_pretest_181,0.28791,0,0.3411,0,2035.07,0
182,mof_unit_pretest_182,0.52738,0,1.1279,0,4439.93,0
183,mof_unit_pretest_183,0.04573,0,0.0367999999999999,0,237.8378448486328,1
184,mof_unit_pretest_184,0.2012299999999999,0,0.2127,0,1171.62,0
185,mof_unit_pretest_185,0.31606,0,0.4055,0,2625.65,0
186,mof_unit_pretest_186,0.26045,0,0.2406,0,1385.94,0
187,mof_unit_pretest_187,0.35507,0,0.4215999999999999,0,1914.78,0
188,mof_unit_pretest_188,0.3667099999999999,0,0.5,0,2805.6,0
189,mof_unit_pretest_189,0.24415,0,0.2741,0,1820.67,0
190,mof_unit_pretest_190,0.25738,0,0.2407999999999999,0,1687.32,0
191,mof_unit_pretest_191,0.3737599999999999,0,0.5076,0,2866.87,0
192,mof_unit_pretest_192,0.3276199999999999,0,0.3765,0,2019.1,0
193,mof_unit_pretest_193,0.2510399999999999,0,0.2685,0,1860.78,0
194,mof_unit_pretest_194,0.2240999999999999,0,0.2311,0,1454.4,0
195,mof_unit_pretest_195,0.04147,0,0.0246,0,448.42901611328125,1
196,mof_unit_pretest_196,0.2580699999999999,0,0.3043,0,2096.72,0
197,mof_unit_pretest_197,0.0795299999999999,0,0.0727,0,264.19,0
198,mof_unit_pretest_198,0.5600399999999999,0,1.2673,0,4498.2,0
199,mof_unit_pretest_199,0.3947399999999999,0,0.512,0,2669.9,0
200,mof_unit_pretest_200,0.15872,0,0.1469999999999999,0,934.31,0
201,mof_unit_pretest_201,0.3327399999999999,0,0.5687999999999999,0,3044.53,0
202,mof_unit_pretest_202,0.25119,0,0.2908999999999999,0,1980.99,0
203,mof_unit_pretest_203,0.4573499999999999,0,0.7854999999999999,0,4211.75,0
204,mof_unit_pretest_204,0.3668699999999999,0,0.5171999999999999,0,2706.68,0
205,mof_unit_pretest_205,0.2413599999999999,0,0.2243,0,1343.0,0
206,mof_unit_pretest_206,0.28144,0,0.3401,0,2094.62,0
207,mof_unit_pretest_207,0.3135999999999999,0,0.3922999999999999,0,2572.1,0
208,mof_unit_pretest_208,0.0627799999999999,0,0.0446999999999999,0,244.9780731201172,1
209,mof_unit_pretest_209,0.2912699999999999,0,0.2697999999999999,0,1652.02,0
210,mof_unit_pretest_210,0.1989799999999999,0,0.2059,0,1228.94,0
211,mof_unit_pretest_211,0.3669799999999999,0,0.4734999999999999,0,2817.67,0
212,mof_unit_pretest_212,0.38494,0,0.5077,0,3720.77,0
213,mof_unit_pretest_213,0.40121,0,0.6184,0,3426.27,0
214,mof_unit_pretest_214,0.0532299999999999,0,0.0345999999999999,0,231.38134765625,1
215,mof_unit_pretest_215,0.52416,0,0.9628,0,3286.67,0
216,mof_unit_pretest_216,0.28515,0,0.3438999999999999,0,2295.4,0
217,mof_unit_pretest_217,0.25039,0,0.3116999999999999,0,1849.45,0
218,mof_unit_pretest_218,0.3816199999999999,0,0.5402,0,3426.62,0
219,mof_unit_pretest_219,0.13963,0,0.1166,0,640.72,0
220,mof_unit_pretest_220,0.2742999999999999,0,0.2535,0,1546.87,0
221,mof_unit_pretest_221,0.2888999999999999,0,0.3190999999999999,0,1820.5,0
222,mof_unit_pretest_222,0.07438,0,0.062,0,270.3283386230469,1
223,mof_unit_pretest_223,0.14978,0,0.1353,0,511.03,0
224,mof_unit_pretest_224,0.04923,0,0.0327,0,233.88,0
225,mof_unit_pretest_225,0.3009299999999999,0,0.3866,0,2656.13,0
226,mof_unit_pretest_226,0.1234,0,0.0945,0,590.7109985351562,1
227,mof_unit_pretest_227,0.10432,0,0.0816,0,529.34,0
228,mof_unit_pretest_228,0.34564,0,0.4368,0,2342.91,0
229,mof_unit_pretest_229,0.17065,0,0.2036,0,1003.08,0
230,mof_unit_pretest_230,0.3263499999999999,0,0.3846,0,2305.31,0
231,mof_unit_pretest_231,0.2464,0,0.2311,0,1327.88,0
232,mof_unit_pretest_232,0.32461,0,0.4305999999999999,0,2851.49,0
233,mof_unit_pretest_233,0.3204599999999999,0,0.3680999999999999,0,2260.0,0
234,mof_unit_pretest_234,0.25296,0,0.2646999999999999,0,1910.36,0
235,mof_unit_pretest_235,0.14957,0,0.1429,0,691.75,0
236,mof_unit_pretest_236,0.11481,0,0.0907,0,494.3432312011719,1
237,mof_unit_pretest_237,0.35186,0,0.4778,0,3106.45,0
238,mof_unit_pretest_238,0.2492099999999999,0,0.3055999999999999,0,2011.43,0
239,mof_unit_pretest_239,0.1888099999999998,0,0.1686999999999999,0,1059.27,0
240,mof_unit_pretest_240,0.25367,0,0.2908,0,1646.26,0
241,mof_unit_pretest_241,0.27293,0,0.2977,0,1858.92,0
242,mof_unit_pretest_242,0.17337,0,0.1688999999999999,0,908.24,0
243,mof_unit_pretest_243,0.20007,0,0.1636,0,1308.065185546875,1
244,mof_unit_pretest_244,0.15257,0,0.0826,0,493.3807373046875,1
245,mof_unit_pretest_245,0.27037,0,0.3070999999999999,0,1908.09,0
246,mof_unit_pretest_246,0.3720499999999999,0,0.5032999999999999,0,3040.76,0
247,mof_unit_pretest_247,0.13754,0,0.1353,0,787.33935546875,1
248,mof_unit_pretest_248,0.4076299999999999,0,0.6635999999999999,0,3487.93,0
249,mof_unit_pretest_249,0.17831,0,0.1769,0,1208.78,0
250,mof_unit_pretest_250,0.3399099999999999,0,0.5171999999999999,0,2940.94,0
251,mof_unit_pretest_251,0.30723,0,0.3821,0,2309.82,0
252,mof_unit_pretest_252,0.14544,0,0.1421,0,1242.2078857421875,1
253,mof_unit_pretest_253,0.17995,0,0.1784,0,1128.61669921875,1
254,mof_unit_pretest_254,0.1260099999999999,0,0.0797999999999999,0,538.0974731445312,1
255,mof_unit_pretest_255,0.17649,0,0.1666999999999999,0,1256.02,0
256,mof_unit_pretest_256,0.1322899999999999,0,0.1113,0,606.1758422851562,1
257,mof_unit_pretest_257,0.5222828984260559,1,1.1421593451498184,1,4402.67529296875,1
258,mof_unit_pretest_258,0.0598599999999999,0,0.0451999999999999,0,117.1098403930664,1
259,mof_unit_pretest_259,0.1531599999999999,0,0.1247,0,861.32373046875,1
260,mof_unit_pretest_260,0.1069099999999998,0,0.0869,0,516.5886840820312,1
261,mof_unit_pretest_261,0.3791499999999999,0,0.5221,0,2517.5,0
262,mof_unit_pretest_262,0.22484,0,0.1826,0,1310.09,0
263,mof_unit_pretest_263,0.2352499999999999,0,0.3035999999999999,0,2046.04,0
264,mof_unit_pretest_264,0.3365199999999999,0,0.5007,0,3507.16,0
265,mof_unit_pretest_265,0.1955699999999999,0,0.1715,0,1174.62,0
266,mof_unit_pretest_266,0.2638099999999999,0,0.2906,0,1781.27,0
267,mof_unit_pretest_267,0.39445,0,0.6338,0,3151.28,0
268,mof_unit_pretest_268,0.20906,0,0.1766,0,990.0,0
269,mof_unit_pretest_269,0.3851399999999999,0,0.5604,0,3120.23,0
270,mof_unit_pretest_270,0.22695,0,0.2240999999999999,0,1406.36,0
271,mof_unit_pretest_271,0.19559,0,0.1749,0,1088.36,0
272,mof_unit_pretest_272,0.0655299999999998,0,0.0493999999999999,0,294.14544677734375,1
273,mof_unit_pretest_273,0.2239899999999999,0,0.1854,0,1111.35,0
274,mof_unit_pretest_274,0.26861,0,0.1787,0,1097.27,0
275,mof_unit_pretest_275,0.2645,0,0.1981999999999999,0,1450.26,0
276,mof_unit_pretest_276,0.3093699999999999,0,0.4272,0,3012.84,0
277,mof_unit_pretest_277,0.38585,0,0.5645999999999999,0,2975.56,0
278,mof_unit_pretest_278,0.3085999999999999,0,0.3299,0,1958.23,0
279,mof_unit_pretest_279,0.0698399999999999,0,0.0524,0,730.7819213867188,1
280,mof_unit_pretest_280,0.32993,0,0.4691,0,3003.64,0
281,mof_unit_pretest_281,0.0922599999999999,0,0.0805,0,594.2556762695312,1
282,mof_unit_pretest_282,0.1015,0,0.0872,0,924.6156616210938,1
283,mof_unit_pretest_283,0.06185,0,0.0432,0,1141.533447265625,1
284,mof_unit_pretest_284,0.2670099999999999,0,0.3155999999999999,0,2187.7,0
285,mof_unit_pretest_285,0.3270799999999999,0,0.4577,0,2267.16,0
286,mof_unit_pretest_286,0.25933,0,0.2378,0,1568.57,0
287,mof_unit_pretest_287,0.07259,0,0.0448,0,423.319091796875,1
288,mof_unit_pretest_288,0.4654499999999999,0,0.8206999999999999,0,3757.74,0
289,mof_unit_pretest_289,0.14393,0,0.1192,0,753.6699999999998,0
290,mof_unit_pretest_290,0.0933299999999999,0,0.0567,0,318.21319580078125,1
291,mof_unit_pretest_291,0.0901099999999999,0,0.0618,0,364.0830383300781,1
292,mof_unit_pretest_292,0.3832499999999999,0,0.5486999999999999,0,2506.32,0
293,mof_unit_pretest_293,0.3493999999999999,0,0.4485,0,2297.56,0
294,mof_unit_pretest_294,0.3060999999999999,0,0.4056,0,2644.39,0
295,mof_unit_pretest_295,0.3900099999999999,0,0.5519,0,3366.98,0
296,mof_unit_pretest_296,0.1306799999999999,0,0.0996999999999999,0,619.07,0
297,mof_unit_pretest_297,0.3095899999999999,0,0.3272999999999999,0,1800.84,0
298,mof_unit_pretest_298,0.16408,0,0.1082,0,771.46,0
299,mof_unit_pretest_299,0.19495,0,0.1844,0,1192.38,0
300,mof_unit_pretest_300,0.37679,0,0.4598999999999999,0,1893.4,0
301,mof_unit_pretest_301,0.0384899999999998,0,0.0315,0,129.9612274169922,1
302,mof_unit_pretest_302,0.3271899999999999,0,0.4199999999999999,0,2712.72,0
303,mof_unit_pretest_303,0.17457,0,0.158,0,908.13,0
304,mof_unit_pretest_304,0.1235,0,0.1158,0,873.5499999999998,0
305,mof_unit_pretest_305,0.0689199999999999,0,0.0483999999999999,0,701.5571899414062,1
306,mof_unit_pretest_306,0.216,0,0.2364,0,1441.0303955078125,1
307,mof_unit_pretest_307,0.4167699999999999,0,0.6473999999999999,0,3374.99,0
308,mof_unit_pretest_308,0.16308,0,0.1517,0,955.1,0
309,mof_unit_pretest_309,0.0264199999999999,0,0.0205,0,821.3770751953125,1
310,mof_unit_pretest_310,0.2670699999999999,0,0.2979999999999999,0,1945.76,0
311,mof_unit_pretest_311,0.22245,0,0.2558,0,1831.95,0
312,mof_unit_pretest_312,0.2727299999999999,0,0.2823,0,1472.38,0
313,mof_unit_pretest_313,0.3074299999999999,0,0.3741999999999999,0,2416.03,0
314,mof_unit_pretest_314,0.1522999999999999,0,0.1646,0,1298.756103515625,1
315,mof_unit_pretest_315,0.22891,0,0.2431,0,1629.38,0
316,mof_unit_pretest_316,0.05532,0,0.0391999999999999,0,230.17233276367188,1
317,mof_unit_pretest_317,0.5051899999999999,0,0.7782,0,2457.59,0
318,mof_unit_pretest_318,0.3928099999999999,0,0.5454,0,3314.23,0
319,mof_unit_pretest_319,0.2273,0,0.1738,0,1181.56,0
320,mof_unit_pretest_320,0.0957999999999999,0,0.0724999999999999,0,438.59,0
321,mof_unit_pretest_321,0.2290199999999998,0,0.2562999999999999,0,1726.95,0
322,mof_unit_pretest_322,0.33515,0,0.4511,0,3011.71,0
323,mof_unit_pretest_323,0.3311899999999999,0,0.4302,0,2846.36,0
324,mof_unit_pretest_324,0.15404,0,0.111,0,702.16,0
325,mof_unit_pretest_325,0.28164,0,0.3800999999999999,0,2587.72,0
326,mof_unit_pretest_326,0.2877199999999999,0,0.389,0,2735.72,0
327,mof_unit_pretest_327,0.06978204101324081,1,0.038373826388716704,1,135.95602416992188,1
328,mof_unit_pretest_328,0.16228,0,0.1411999999999999,0,883.36,0
329,mof_unit_pretest_329,0.2626199999999999,0,0.3552,0,2252.68,0
330,mof_unit_pretest_330,0.4734499999999999,0,0.8489999999999999,0,3494.86,0
331,mof_unit_pretest_331,0.10091,0,0.0872,0,333.2342224121094,1
332,mof_unit_pretest_332,0.04224,0,0.0285,0,219.72763061523438,1
333,mof_unit_pretest_333,0.1403899999999999,0,0.1325,0,826.8099365234375,1
334,mof_unit_pretest_334,0.1165,0,0.0853,0,543.12,0
335,mof_unit_pretest_335,0.3558999999999999,0,0.5697999999999999,0,2940.2,0
336,mof_unit_pretest_336,0.43217,0,0.5806999999999999,0,2865.02,0
337,mof_unit_pretest_337,0.3466799999999999,0,0.4257,0,2210.81,0
338,mof_unit_pretest_338,0.0896099999999999,0,0.0685999999999999,0,337.1463317871094,1
339,mof_unit_pretest_339,0.15597,0,0.1618,0,920.9229125976562,1
340,mof_unit_pretest_340,0.2442199999999999,0,0.2586,0,1734.65,0
341,mof_unit_pretest_341,0.36814,0,0.5217,0,2576.38,0
342,mof_unit_pretest_342,0.39882,0,0.5569,0,3372.32,0
343,mof_unit_pretest_343,0.2969399999999999,0,0.3503,0,2304.22,0
344,mof_unit_pretest_344,0.15647,0,0.1378,0,884.65,0
345,mof_unit_pretest_345,0.17668,0,0.1796,0,1380.4312744140625,1
346,mof_unit_pretest_346,0.2121899999999999,0,0.2384,0,1599.83,0
347,mof_unit_pretest_347,0.06579,0,0.0458,0,195.53,0
348,mof_unit_pretest_348,0.1282399999999999,0,0.1045,0,518.82,0
349,mof_unit_pretest_349,0.4919799999999999,0,0.7792999999999999,0,3043.89,0
350,mof_unit_pretest_350,0.1113,0,0.0964,0,573.7903442382812,1
351,mof_unit_pretest_351,0.04648,0,0.0268,0,151.73130798339844,1
352,mof_unit_pretest_352,0.35159,0,0.4218,0,2237.08,0
353,mof_unit_pretest_353,0.42507,0,0.6472999999999999,0,3190.95,0
354,mof_unit_pretest_354,0.1188099999999999,0,0.0868,0,479.0,0
355,mof_unit_pretest_355,0.3381299999999999,0,0.4265999999999999,0,2515.86,0
