functional_groups,topology,CO2_mean,CO2_median,CO2_std,CO2_min,CO2_max
NHMe-NO2,nbo,19.583929643453587,-2.563143561335084,32.18879207587871,-8.638290682108801,69.1698799278639
OEt-CN,pcu,111.80118459051339,97.24139453598994,69.21064902401866,-7.672427799557678,306.2202981353646
OEt-CN,etb,28.65506020542877,28.65506020542877,28.65506020542877,0.0,57.31012041085754
OEt-CN,sra,135.9228976983155,117.44948777848215,54.07316644981449,84.06027979023966,243.60346193483502
OEt-CN,acs,159.88647533388834,189.1072363617773,69.65307631989202,70.85217502888571,233.67889479043967
OEt-CN,fof,211.58917651517373,211.58917651517373,68.1889950794416,143.40018143573215,279.77817159461534
OEt-CN,bcu,135.3234399009004,133.33612460824742,29.15792940580265,96.20925341940287,178.41225696770394
OEt-CN,nbo,19.851087694609106,-2.734410479921106,33.413967115238705,-5.962895068110125,68.63767313699998
OMe-NH2,pcu,121.77622664074616,104.58787869145308,73.14380780334982,-9.446835614382872,369.0360515762762
OMe-NH2,etb,67.13651653213665,79.04533679921892,36.63486088024546,0.0,107.10793727375112
OMe-NH2,sra,167.29907606221624,177.32126606174245,79.45487130613768,0.9406061707018296,369.5451476504152
OMe-NH2,acs,122.97245384607972,114.25162488995359,52.82855896288407,62.56137048039,236.6421839042109
OMe-NH2,fof,110.11761289752009,110.11761289752009,0.0,110.11761289752009,110.11761289752009
OMe-NH2,bcu,199.3886990030237,225.04489609857976,64.7438525695225,108.35294459902893,296.88307334887685
OMe-NH2,nbo,13.232337998605441,2.523029960162648,23.581832729619403,-2.268151769997041,60.203086915166
Cl-Pr,pcu,101.15873544060909,88.52015288849368,62.34046142745414,-0.8070592433417421,360.49812743537245
Cl-Pr,etb,44.93936643940971,44.93936643940971,38.32772053752314,6.611645901886568,83.26708697693286
Cl-Pr,sra,121.46655954428782,6.114765492302066,142.25814183920812,4.352078112387336,304.87707026400625
Cl-Pr,acs,110.32954760283266,112.37767591666339,23.943889266262723,65.71895469119808,143.50715103885858
Cl-Pr,fof,98.10944956383051,98.10944956383051,0.0,98.10944956383051,98.10944956383051
Cl-Pr,bcu,153.20601727295352,144.80036071616263,66.20250874447304,77.63087839738344,245.5924692621054
Cl-Pr,nbo,5.598075896953397,5.598075896953397,0.0,5.598075896953397,5.598075896953397
Me-F,pcu,112.31465745893192,90.13080476766844,94.93332870786661,-9.081851366678091,600.5126601393848
Me-F,etb,52.30833195725832,76.3845504597213,39.88661461417785,-3.5511267013228793,101.92453366546093
Me-F,sra,151.36658698497564,119.9482514860837,71.52701072043183,61.634960892819144,265.04195322810403
Me-F,acs,153.6045233151285,135.31720826121213,71.87392524322615,53.603821754382025,312.11072459888754
Me-F,bcu,111.70251283520143,111.70251283520143,0.0,111.70251283520143,111.70251283520143
Me-F,nbo,-2.5594293390043026,-1.6926949235480104,5.569685030216069,-11.701781260537135,5.9285591461189036
Me-F,pts,71.94976899676858,71.94976899676858,0.0,71.94976899676858,71.94976899676858
SO3H-Pr,pcu,126.52848882343083,102.89254254313651,71.32950982013952,46.650137244967524,368.0171991218058
SO3H-Pr,etb,101.2340184650317,101.2340184650317,17.37364637446207,83.86037209056963,118.60766483949376
SO3H-Pr,sra,105.00004181658616,120.59782770260031,66.90682916716685,0.0,196.6854054524072
SO3H-Pr,acs,162.41174733371247,142.25669618749563,81.03474748602623,43.16669192833888,322.59424093492845
SO3H-Pr,bcu,224.6000148016262,224.6000148016262,0.0,224.6000148016262,224.6000148016262
SO3H-Pr,pts,87.78118772121627,87.78118772121627,3.279328164983731,84.50185955623255,91.06051588620001
CN,pcu,105.28347383254756,86.77595408195884,90.94809368333608,-11.595967193246882,630.5846548948696
CN,etb,57.43029613782683,73.09391455119722,41.0105949671298,0.0,108.45545713535853
CN,sra,224.3085834507821,197.75526656022018,133.36990519249383,1.7125041093121762,556.4116349491693
CN,acs,184.3077772218519,177.71076417683037,91.42749296387217,44.34880508881551,468.6335011440917
CN,fof,265.53720645457224,289.65668238210907,133.41714531162862,52.78999437257089,508.8010823477358
CN,bcu,157.1217895035925,140.50226263498266,80.38998148686237,45.8802202249336,398.1669449314151
CN,nbo,-4.688109544069716,-4.260130475131997,5.132153270529502,-16.46539520717503,5.2481136151197925
CN,pts,91.53874264585657,91.53874264585657,0.0,91.53874264585657,91.53874264585657
H-Cl,pcu,96.2466447055726,82.30700177356294,67.81618964921486,-6.925951649344675,292.93988984597155
H-Cl,etb,37.37442410719114,35.88731138965187,37.155788829583095,0.0,78.58155423751539
H-Cl,sra,153.12645037680076,101.65892549967305,94.73353755902018,60.66678693859552,335.420193487582
H-Cl,acs,145.59752105891707,130.14370924580402,64.76770037762552,62.40916990310199,365.17012389785117
H-Cl,fof,255.7584608580015,295.97490471986396,85.46136171406222,110.77824924275505,320.3057847495232
H-Cl,bcu,116.32395460484443,95.73705195374956,76.07185466481889,49.6934884845356,387.32207603172617
H-Cl,nbo,-5.550781465941449,-4.025061470730558,6.404038793245331,-14.367272281653745,4.861339263074443
COOH-OH,pcu,109.87762989443678,97.17115446480116,65.37478898274894,-5.6660874347437,276.99630160713417
COOH-OH,etb,37.122970169367335,13.150658122637868,38.58096772891715,0.0,99.56311364582427
COOH-OH,sra,152.71561611787936,122.10844319366603,102.16140697128719,0.0,505.37392813398696
COOH-OH,acs,195.14977169339488,204.24714942650758,64.92290319267511,77.33489614675719,287.9836315677772
COOH-OH,bcu,113.44704179483236,80.61546238585117,58.928420294301915,46.95783993050424,197.92199387373532
COOH-OH,nbo,10.069359911590302,-0.3469909039689714,25.265321275499026,-2.774111389723456,76.51694185124515
Et-OH,pcu,129.3460820826564,110.64519754503908,83.39879590630802,-7.443961857077626,551.7247815973675
Et-OH,etb,83.20789953098294,96.88986402695002,51.94836406784776,0.0,151.31576699054492
Et-OH,sra,174.49969516445907,154.86317946953704,118.37972664503629,0.0,364.4898434434001
Et-OH,acs,121.2193042222737,116.75071875065115,32.78024513311532,69.22385995907125,171.45824230519338
Et-OH,fof,186.7618287673,186.7618287673,0.0,186.7618287673,186.7618287673
Et-OH,bcu,174.6313024423797,179.1482507571167,63.342476033000935,80.82213822399062,259.40657003129473
Et-OH,nbo,-1.7909980079026853,-1.03156334866896,2.8250762765589954,-6.134409601518197,1.0335442672453763
OH-Pr,pcu,110.54453753441523,88.17316198452471,71.56531493607808,-3.6455504867987374,309.89935916141445
OH-Pr,etb,5.147994688736733,5.147994688736733,5.147994688736733,0.0,10.295989377473466
OH-Pr,sra,206.01583458766754,204.40925459667764,74.12891341212875,103.81878705415932,325.7732850969811
OH-Pr,acs,182.60524630866257,166.9562746871905,66.97029683354992,85.25543399801107,343.8471861882065
OH-Pr,fof,280.3012166370634,280.3012166370634,105.87605353404204,174.4251631030214,386.1772701711055
OH-Pr,bcu,128.4142322659621,132.62778114063045,61.804553234503985,53.2812621795222,262.7779283718079
OH-Pr,nbo,-2.096348352629907,1.0004464193644154,8.138632067667675,-15.665764408494846,5.279478159246388
SO3H-COOH,pcu,142.1327949434844,128.55187609310522,76.02509617143937,-1.4272518343081817,382.34666887395963
SO3H-COOH,etb,83.87868288920548,90.96609210072414,27.794100681476895,0.0,116.9428678525636
SO3H-COOH,sra,190.7058848176735,172.66907878502803,108.27495021968805,0.0,356.46052014699126
SO3H-COOH,acs,117.74531995951928,125.41971367069445,38.11997129513077,61.616802472535326,174.11052720246718
SO3H-COOH,fof,476.4706753385881,476.4706753385881,0.0,476.4706753385881,476.4706753385881
SO3H-COOH,bcu,128.32324507407714,128.32324507407714,0.0,128.32324507407714,128.32324507407714
SO3H-COOH,nbo,19.504520487113417,0.802932329640874,45.73336326443118,-8.664702929794373,110.65411167863293
SO3H-COOH,tbo,71.1306591654203,71.1306591654203,0.0,71.1306591654203,71.1306591654203
OEt-H,pcu,133.4333560706778,112.18131736277616,86.85697277863518,0.0,615.2838747340794
OEt-H,etb,0.0,0.0,0.0,0.0,0.0
OEt-H,sra,157.97249942461352,121.24897214632327,118.67248553771462,-0.0156822720632983,458.24886566032364
OEt-H,acs,145.64272480906016,152.85642641335298,46.14997428067597,78.56306566413551,213.03953906620686
OEt-H,fof,176.80077970578898,176.80077970578898,0.0,176.80077970578898,176.80077970578898
OEt-H,bcu,185.46583637104345,213.07932251428318,95.15448010381284,58.76758125345609,344.00219306681106
OEt-H,nbo,-1.3852398528333456,-1.3798748650222175,2.387427477355844,-4.7408333830090985,1.9596237017201508
SO3H-OEt,pcu,135.35952538418485,111.8844271911357,80.04461539408226,0.0,409.94482648059625
SO3H-OEt,etb,92.84730444212778,115.80681104898865,57.59636745744539,13.68699182720267,149.04811045019198
SO3H-OEt,sra,150.30552602933045,119.74652794438525,102.63728382496072,65.96722981944231,365.01065995244966
SO3H-OEt,acs,108.88033115469027,118.85560981464188,31.057490172307688,59.60848118914494,149.39642196654532
SO3H-OEt,bcu,329.27158730293286,329.27158730293286,104.39242805857998,224.87915924435288,433.66401536151284
SO3H-OEt,nbo,19.04570672950572,2.8178566749526555,31.101168870624285,-2.204267145907605,72.75138071402517
OMe,pcu,129.5141149105172,98.73310876230568,95.46287676879346,-11.109981835832667,559.6245198035691
OMe,etb,55.70799968768523,75.11610226462254,37.14935091544372,-0.0077585977576318,107.77352591542707
OMe,sra,186.0370868493652,138.3195379785936,143.62027968014525,-2.8995695662298417,727.0601767862523
OMe,acs,165.81555083944951,160.31640069558995,80.09662876714441,-0.0751098293557972,389.31900703330206
OMe,fof,215.9987661177782,189.81467190838012,112.95025743712746,59.756554852732094,509.76347862277817
OMe,bcu,154.58123405054369,144.69768310328504,89.65100639868344,3.025688048928352,360.01791975713957
OMe,nbo,4.383116433811863,-0.5960088766793534,20.053382090606483,-13.186974963205508,74.41172063415839
OMe,pts,74.55855622363526,79.3414015881192,19.468461987332436,43.088280568022384,96.46314115028031
OMe,the,70.04445547935184,70.04445547935184,0.0,70.04445547935184,70.04445547935184
Et-Br,pcu,80.75800883122653,76.11258684683412,48.856411814087174,-6.676025755620112,229.8922038550713
Et-Br,etb,64.26215415479172,70.7260565461872,26.852366084626695,0.0,84.70325294483492
Et-Br,sra,124.81288127501561,93.59906304187788,105.62959166281323,0.0,321.19125535318136
Et-Br,acs,133.37675702142798,119.55058208186806,33.45461259091556,84.73907455575846,186.2476153201719
Et-Br,bcu,97.76980456624909,97.76980456624909,22.10333709047881,75.66646747577029,119.87314165672791
Et-Br,nbo,13.063709946551581,0.4727792335714355,25.453891105061196,-8.198196605048256,72.40273904457584
OH-F,pcu,89.45544245588984,78.49777788938778,75.65606528963903,-10.084196166344906,530.9281079228576
OH-F,sra,204.08746996450168,196.58561667912022,99.37620600847828,59.07726485756921,450.92062246341834
OH-F,acs,151.283593571333,138.89408690402837,68.5173338895645,2.6666465569528364,285.9535201800462
OH-F,fof,165.50865240685482,141.98877695003532,66.95513447342003,100.97468320806914,287.78999677693236
OH-F,bcu,108.92838081090949,89.97703596317409,53.97781313765397,57.99650869758591,251.02877014198475
OH-F,nbo,-0.9033538963619946,-0.9534821414485376,4.929897606526366,-10.532048841163114,8.7195083437419
NO2-NH2,pcu,97.05496371655688,89.95962038735647,66.94538396170647,-5.120014213844849,307.9271896420437
NO2-NH2,etb,63.89270623722808,77.21637118526823,42.797300093105584,0.0,147.57760856029876
NO2-NH2,sra,202.8665372195708,186.8133326502868,122.49363657632895,0.0,509.00445665491463
NO2-NH2,acs,173.05196990780055,178.9702157000613,64.57829997277061,57.61650248400999,309.7630059327377
NO2-NH2,fof,253.9846308110944,253.9846308110944,0.0,253.9846308110944,253.9846308110944
NO2-NH2,bcu,203.7290773150691,230.71742151869685,97.21004442178082,46.26418827566235,318.51949142323946
NO2-NH2,nbo,26.34103366273289,3.977189271800488,42.63535321381233,-14.487448008623025,104.79967190258164
NHMe-Me,pcu,107.60949630023647,96.2128025651856,62.77626182230547,-5.372911485434039,451.0153764019903
NHMe-Me,etb,66.45593143641966,75.62387772637733,33.04923550028906,0.0,102.30866679273771
NHMe-Me,sra,165.07283381238835,125.19446672090109,98.53172981421851,81.16516729080675,347.12593658527214
NHMe-Me,acs,146.16463584739557,130.6129393335927,40.16530600068784,96.53759067344393,198.96989980065965
NHMe-Me,bcu,57.4045441963334,57.4045441963334,0.0,57.4045441963334,57.4045441963334
NHMe-Me,nbo,-5.261649892058632,-8.031304214985157,3.964250999032127,-8.098160216939199,0.3445147557484588
OPr-SO3H,pcu,135.51722906888727,99.98760798909554,91.45130410853638,-4.3576907150205155,407.87295072621237
OPr-SO3H,sra,162.87041552381874,137.08971769573492,86.25030471302274,75.60703991847778,344.98423345106954
OPr-SO3H,acs,158.84565119087466,158.84565119087466,86.19529732424672,72.65035386662794,245.04094851512139
OPr-SO3H,bcu,161.11638916012424,187.07184252450924,76.95681779296675,60.557341187248504,273.0765589740498
OPr-SO3H,nbo,67.18544522097415,86.20734791225325,33.45339559361626,-1.0416330180990776,93.30737278150058
Ph-Me,pcu,102.30665530443015,101.70795323443936,42.13838643550638,0.0,195.76427831437343
Ph-Me,sra,282.20199054940906,282.20199054940906,85.34275949192138,196.8592310574877,367.5447500413305
Ph-Me,acs,118.62527300461744,98.51471248925573,36.191532738764046,87.92009963638748,169.4410068882091
Ph-Me,fof,318.5917949512787,318.5917949512787,20.186055523329514,298.4057394279492,338.7778504746082
Ph-Me,bcu,161.57088341472507,96.45356671049429,115.4658125012344,56.39493602855307,376.36115831876884
Me,pcu,123.47832126586128,89.78331863405535,96.5010029252904,-9.190636811832988,616.9803664182323
Me,etb,56.08999704393344,68.67762166162437,35.19947423394777,0.0,104.31682299958008
Me,sra,190.54302025734646,138.82318652664748,138.10564550345342,4.314275582887385,580.1676359002978
Me,acs,190.4896465069179,181.24645622091202,92.51948934854005,57.03675364731206,428.92598827982033
Me,fof,260.3484968143809,290.0348727536566,142.3771140858657,77.44648789322865,542.1062663730287
Me,bcu,149.7840149635125,130.07124064121678,90.04054022058628,35.71282547837915,442.36800650973936
Me,nbo,-1.2123397301018726,-3.1453685462535224,17.897924615311833,-17.82149904928023,83.87209252548008
Me,tbo,64.17763496219794,64.17763496219794,14.841041974513384,49.33659298768456,79.01867693671133
Me,the,176.24562727474824,176.24562727474824,107.79283987154713,68.4527874032011,284.0384671462954
OPr-Br,pcu,107.03830706869813,92.9758165347728,61.34336029770893,-0.9442378547585936,290.1441534284555
OPr-Br,etb,49.98575651283108,49.98575651283108,39.82413944545788,10.161617067373204,89.80989595828896
OPr-Br,sra,217.86816959040632,180.36214115309,138.65971458541833,9.534161108293222,492.1999942180762
OPr-Br,acs,118.57627671300314,121.16585610438776,68.10715984043337,6.145139577140457,243.2927878714337
OPr-Br,fof,180.7499059644236,180.7499059644236,0.0,180.7499059644236,180.7499059644236
OPr-Br,bcu,97.48665701723253,85.32030908138867,42.70109866706536,51.82759809752846,167.47841180862432
OPr-Br,nbo,63.60006513593405,88.58568827806349,45.066382887107366,6.560142018899738,111.35898853874114
COOH-Me,pcu,99.26840345565641,90.92333727478314,66.23720602537729,-2.9233405891468407,349.8564677663143
COOH-Me,etb,67.49594870527585,79.24417150132675,44.19522191299415,0.0,148.17171905667573
COOH-Me,sra,217.07495909032653,186.54475310663437,101.57117402461198,58.10744013786525,414.22542644768447
COOH-Me,acs,208.73490395372465,214.0154716181881,15.624855156052025,180.79134017798032,225.8405650601072
COOH-Me,fof,322.6998899256707,322.6998899256707,0.0,322.6998899256707,322.6998899256707
COOH-Me,bcu,133.60954639730895,138.96020006151628,55.724388788181066,62.76375432828056,199.9114964306497
COOH-Me,nbo,10.902942829287523,0.3184326611589732,23.995333471655734,-9.049991592907409,57.900599223177736
F,pcu,99.82547737771628,72.73355244683742,94.83369846405644,-15.789901972616956,420.9595591482128
F,etb,47.59440566945723,56.2372879251799,41.18464429870332,0.0,116.87881815192611
F,sra,202.51808564247133,173.36240028677383,139.7463609947611,-1.6037186641572965,584.9596430131976
F,acs,175.62708999265337,174.20230976317447,83.56907337684589,2.572057694928959,427.52135193259295
F,fof,163.67514596504392,142.43762008414168,74.07422044014339,54.13817454037043,328.10301041939516
F,bcu,124.0233774881454,100.05817821338036,93.92967787346689,-0.4083993798378786,375.14074739914815
F,nbo,-5.266278384501612,-4.179655657965071,7.199583791834387,-17.15640563724836,6.0720106663610585
F,tbo,74.12135098616533,74.12135098616533,4.560569792555185,69.56078119361014,78.68192077872051
F,the,100.39101380335538,102.02415736219986,70.63473666315892,1.7011138274977808,195.81462666152402
NO2-OH,pcu,107.99685429569995,87.46168206249506,71.12006797187591,-8.390840936604777,357.74778706856614
NO2-OH,etb,53.78472025463608,73.69157419335693,50.05363554650714,-3.55244731370714,127.91170923982656
NO2-OH,sra,144.24262601626333,130.523963074202,84.25361884044719,0.0,450.64577001094045
NO2-OH,acs,166.85437691869498,165.6135420454761,72.82654839507235,59.67500703800292,315.2158144674206
NO2-OH,fof,147.4808737031504,147.4808737031504,0.0,147.4808737031504,147.4808737031504
NO2-OH,bcu,166.83631355973367,117.45798922070594,108.481296870657,47.89035735035236,359.801339326118
NO2-OH,nbo,2.0862599245011486,-1.403068120021087,16.838211361012757,-15.250761966735563,73.45543219139323
Ph,pcu,118.9849258912153,93.05249459133492,86.72928388055797,-8.778770824486362,497.5821499902001
Ph,etb,66.17368555551774,70.94205920929065,33.15796378599548,0.0,107.74133598856031
Ph,sra,163.1093185838969,151.42207628747929,81.79377748970587,0.0,337.21655648329585
Ph,acs,153.90007527006753,159.64602483402098,63.7124778054007,0.0,301.9467964598419
Ph,fof,293.3422309164966,267.14899028721914,99.41049025779812,182.74039898062625,448.9803127178183
Ph,bcu,206.84024803221294,207.2509648328213,95.40840524517458,66.39774945671687,436.2978116854068
Ph,nbo,20.579001608251428,-1.6194009362205946,40.87969733421666,-15.670551628387852,118.48171143334324
Ph,tbo,96.2674153898271,99.42907148882004,8.172881329139408,85.05866275275366,104.31451192790756
Ph,pts,71.07035119987161,61.710896104915115,24.818266795706027,46.45468661209442,105.0454708826053
OH,pcu,108.87852233166471,82.53621056050913,99.6179689430469,-13.325804340102707,568.007106912772
OH,etb,53.29266896899139,67.8291282047259,40.57705047650878,-0.0059427557292498,109.51128673658856
OH,sra,219.1053470928137,172.54196984304127,156.6556519291219,2.766352791965823,587.5665318597619
OH,acs,205.77323919318604,205.9009688229934,96.4225060421758,1.8064326651439315,447.91226745203363
OH,fof,192.6826080154615,159.0702378344759,97.19658592123578,54.5284154999245,404.89678564169446
OH,bcu,155.23602379648386,129.14879289079877,102.67084405158471,-2.5831178236472847,392.93847542551146
