Unnamed: 0,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],metal_linker,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],_symmetry_Int_Tables_number,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,partial_charge_median,bond_type_countS,bond_type_countA,bond_type_countD,bond_type_countT,bond_type_countAm,label_funcgroup,label_topology,label_spacegroup,LMAE,prediction
7655,2062.386791,1383.915286,-9999.0,0.1488899999999999,0.1336,2,9,18,97.22263381,7.303491,1,10.791633,14.836942,15.018577,63.802965,105.696405,102.856037,-0.065552,49,84,0.0,0.0,0.0,117,0,0,128.13931122113502,300.41327390703077
52545,1603.284003,1096.40192,-9999.0,0.09303,0.0819,9,5,13,82.60393376,7.203869,1,17.245771,6.890121,14.371287,89.999666,110.137401,90.00104,0.064133,72,38,0.0,2.0,0.0,266,2,0,127.46422060877458,212.78594759775544
32256,787.3864559999998,639.1506400000001,-9999.0,0.07481,0.0555,3,10,16,123.4296037,9.326076,1,7.831284,8.570589,11.999336,91.763768,101.150839,94.052735,0.061836,35,24,4.0,0.0,0.0,83,0,0,127.09025408828762,281.45366430864954
23139,2430.2890420000003,1560.78944,-9999.0,0.11126,0.1043,9,16,16,34.86405913,7.118778,1,7.233135,14.96233,22.455986,89.99998,90.000294,90.001028,0.0243655,76,80,4.0,0.0,0.0,161,2,0,126.27751050040442,256.20975668817596
1689,2377.003612,1613.11884,-9999.0,0.0,0.0,9,2,25,129.0196612,9.248773000000002,1,6.941895,18.145625,20.283939,68.504606,89.545882,90.646028,0.081275,127,66,0.0,4.0,0.0,379,2,0,123.99744676020362,208.6507813327795
25813,2024.255265,1291.82496,1057.7,0.1857699999999999,0.1753,2,18,22,59.66188048,7.276708,1,10.741945,14.693693,14.726239,64.866228,103.92141,102.669993,0.0423965,60,66,0.0,0.0,0.0,36,0,0,123.99686026878223,349.8511266823762
48810,2060.82522,1220.54376,1270.44,0.18053,0.1836,9,16,19,77.77894082,7.44827,1,20.938955,7.124299,13.953652,89.779871,98.085364,90.203576,-0.019152,58,60,0.0,4.0,0.0,37,2,0,123.74509266349963,397.17607098618
1742,1995.887027,1011.39644,2113.34,0.26078,0.3099,3,5,29,56.19308756,6.569688,1,27.680343,8.911256,8.093897,90.053093,91.412092,90.010221,-0.0222635,40,52,2.0,2.0,0.0,8,0,0,123.73429411849429,473.9567365918016
49376,5822.612959,3048.44848,1741.41,0.2236499999999999,0.2571999999999999,12,13,24,26.90029975,6.240404,1,28.034347,17.192134,18.031709,90.110075,137.934497,89.942098,0.073878,216,172,0.0,0.0,0.0,37,5,0,122.89918286046856,213.1925420245188
2353,971.524344,613.5217200000001,1411.09,0.2035599999999999,0.1940999999999999,2,10,18,37.95438486,6.776852000000001,1,7.45457,8.688723,15.847401,94.423915,76.370032,103.034959,0.029299,35,29,2.0,0.0,0.0,32,0,0,122.88153932154552,320.61559077675145
49798,2869.200047,1637.05104,1261.64,0.18184,0.1918999999999999,9,16,17,56.10568709,7.040475999999999,1,21.683198,7.206947,18.456133,90.002587,95.833096,90.001315,0.0982965,102,86,0.0,0.0,0.0,23,2,0,122.85527396578271,356.5647079176088
39695,2169.730734,1292.43264,1486.41,0.21029,0.2126,9,2,20,61.95140648,7.490246,1,6.955494,17.378392,18.702843,106.301561,89.74689,90.52503,-0.016509,60,48,4.0,6.0,0.0,43,2,0,122.07730670322871,328.0226811176435
53435,1969.136478,1910.26248,-9999.0,0.0442399999999998,0.0275,9,2,16,33.66360178,7.250794,1,20.366995,7.337726,13.575667,90.132449,103.934607,89.99442,-0.0192575,60,92,0.0,0.0,0.0,181,2,0,121.76369726668094,109.20876751872953
42973,3407.0459200000005,2028.52112,623.63,0.19499,0.1971999999999999,9,10,29,70.89789300000001,6.000792,1,28.173264,7.190613,17.184208,89.910798,101.848064,89.862417,-0.041792,76,104,2.0,0.0,0.0,45,2,0,121.62015265637672,335.78352107800913
35662,1635.548185,1477.7394,-9999.0,0.0,0.0,9,2,24,22.86977755,10.782626,1,6.949509,14.56514,16.16147,90.051229,88.87107,90.166851,0.0601285,124,48,0.0,0.0,0.0,208,2,0,121.23126484588136,109.32297282375279
28323,943.432571,675.59616,-9999.0,0.08862,0.0744999999999999,2,10,17,61.03751589,8.513033,1,14.949898,8.716631,7.442603,102.275608,94.25557,92.39024,0.0693965,47,27,2.0,0.0,0.0,42,0,0,121.18955091042301,260.98593358322466
42420,3694.135536,2313.00448,1002.04,0.1902899999999999,0.183,9,23,23,45.50130255,6.383723000000001,1,7.367836,21.261499,23.581911,89.999976,89.996564,89.997414,0.105465,156,56,0.0,8.0,0.0,166,2,0,120.77858914579426,194.66123944350133
50384,2242.199817,1474.87068,419.56,0.12933,0.1184,9,2,17,69.9547234,8.120065999999998,1,6.950383,17.572004,19.361093,108.497889,89.221665,90.565233,0.055883,81,86,0.0,0.0,0.0,395,2,0,120.6330320447467,340.3833419433789
29065,1327.738555,871.6617999999999,1114.59,0.19646,0.1802,2,4,16,45.88176763,6.778066,1,9.61042,10.789999,13.389008,89.954235,73.002801,90.163947,0.047822,48,36,6.0,0.0,0.0,255,0,0,120.42884295751463,260.9146557340381
29880,2435.744761,1348.45944,1906.59,0.2393199999999998,0.2602999999999999,9,18,19,47.93831388,6.913722999999999,1,23.228098,7.30014,15.118615,90.363821,108.168618,89.61817,-0.0358155,50,66,0.0,4.0,0.0,66,2,0,119.9359785541314,294.3851922914132
882,2249.425734,1518.708196,898.2799999999999,0.1537,0.1371,9,2,17,91.26864574,7.427074,1,6.935403,17.694303,19.337921,108.56107,89.222255,90.500133,-0.0311255,66,86,2.0,0.0,0.0,92,2,0,119.27152493014376,401.2807060714484
18744,3437.963304,2096.960026,1341.91,0.1904299999999999,0.188,9,10,29,48.79254223,7.197852,1,28.218313,7.179048,17.350893,89.999954,102.0142,89.999988,-0.123623,76,104,2.0,8.0,0.0,358,2,0,118.8174288675591,307.6588234394261
58659,5419.363449,3009.3107600000003,1478.79,0.21929,0.2378,4,7,7,41.66492503,7.083906,1,13.997889,13.995863,31.949572,90.030519,89.978891,120.025023,-0.072405,102,144,0.0,6.0,0.0,66,3,0,118.23013431629114,225.45478070950278
22613,2954.509991,1453.15032,-9999.0,0.19921,0.2439,2,18,25,18.01482252,6.397822,1,14.698779,14.525545,15.848459,76.500762,102.848551,114.910497,0.1264215,127,50,0.0,2.0,0.0,390,0,0,117.56898441019808,134.25974668356292
51516,1895.37736,1390.83576,-9999.0,0.0477199999999999,0.0391999999999999,9,16,22,15.03434607,8.687437,1,20.134539,7.096305,13.65536,90.013695,103.72496,89.982015,0.118708,112,52,0.0,0.0,0.0,350,2,0,117.37582987996983,110.79396527290716
47016,1646.941089,1214.1956,300.61,0.1091199999999999,0.0890999999999999,9,12,2,24.65770149,6.625922,1,7.223071,14.112625,16.294584,89.999977,97.463297,90.000086,-0.1039125,54,48,4.0,0.0,0.0,45,2,0,116.93966540223943,124.38095294982347
2946,2127.111653,1574.79784,782.8099999999998,0.1534599999999999,0.1247999999999999,4,1,15,70.37190749,7.222336,1,11.323911,11.240509,19.135918,90.490712,88.771468,119.132885,-0.0080695,72,74,2.0,0.0,0.0,318,3,0,116.8578934572829,256.5424518959352
5382,1686.161032,1532.780266,-9999.0,0.03022,0.02,9,1,1,21.92319651,9.573855,1,7.061508,15.063096,15.852132,90.0,90.0,89.929236,0.1922625,128,40,0.0,0.0,0.0,104,2,1,116.80078865518433,112.7672048595467
35995,3953.18062,2481.76548,-9999.0,0.26788,0.257,3,41,41,43.14817107,6.450692,1,16.92514,16.892247,16.891975,67.42672,67.35675,67.360169,-0.0229915,66,138,0.0,18.0,0.0,17,4,0,116.5136533102181,319.3122045243574
24880,2792.090404,1903.01124,-9999.0,0.0822399999999999,0.0727,9,10,28,83.09440891,8.279237,1,6.929739,17.296806,24.061891,104.50987,90.262342,90.037709,-0.012731,110,78,10.0,0.0,0.0,290,2,0,115.98366440076725,260.0129525610597
27568,1955.558239,1118.2233199999998,-9999.0,0.12224,0.1287,2,18,24,38.1174815,6.975192999999999,1,10.613073,14.666745,14.53229,64.170481,104.109864,103.14081,0.136821,103,50,0.0,0.0,0.0,313,0,0,115.82446200442104,203.60493135158583
3190,1621.610026,1174.38788,621.38,0.1250699999999999,0.104,9,1,2,38.42248185,7.740837,1,6.928556,14.56285,16.071944,90.084035,90.268817,89.702211,-0.0715425,60,54,0.0,0.0,0.0,160,2,0,115.68553489839147,207.52361617796637
50827,1645.365023,1055.98016,-9999.0,0.0,0.0,2,13,15,29.47127822,7.101162,1,10.972864,13.062071,11.6465,99.036637,93.501805,90.107693,0.0855535,79,46,2.0,0.0,0.0,353,0,0,115.6699873714978,122.3149291744275
42833,2437.450803,1348.45944,2009.13,0.2398199999999998,0.2611,9,18,19,33.86086977,6.267256,1,23.242693,7.303462,15.118273,89.853333,108.235917,90.181354,-0.0637399999999999,50,66,0.0,4.0,0.0,66,2,0,115.40213260654608,231.5035918636477
42148,5228.917314,3533.1388799999995,-9999.0,0.05691,0.0507,12,22,24,48.35900775,7.316472,1,17.695478,24.467884,15.206986,89.449826,127.419868,90.476084,0.1583304999999999,416,80,0.0,0.0,0.0,20,5,0,115.17559843247466,144.23097159882008
54975,6103.2616530000005,2626.27748,2587.66,0.28919,0.4047,4,3,7,25.03887048,5.640633,1,14.31062,14.812876,33.256492,97.848924,90.674115,118.669368,0.042008,203,114,0.0,3.0,0.0,142,3,0,115.122864317546,138.8104276871096
26,2777.131295,1480.42508,1135.53,0.1655599999999999,0.187,2,12,29,26.1894427,7.153111,1,27.740288,11.083539,9.778674,110.531206,98.150258,91.649967,0.1426474999999999,131,52,4.0,0.0,0.0,23,0,0,114.78663753698694,231.24434630517086
8623,1293.080881,959.81812,-9999.0,0.0918,0.0744999999999999,2,9,19,40.53602444,6.7861970000000005,1,10.975976,11.116607,10.629651,91.515561,92.643102,86.69518,0.032478,56,44,2.0,2.0,0.0,161,0,0,114.22113172342878,133.8004389430075
42862,1527.381002,1075.39404,1105.75,0.18112,0.1549,3,1,18,43.2395189,6.560911,1,10.026736,10.583559,15.354609,92.695338,69.831863,89.656757,-0.011,44,41,12.0,2.0,0.0,71,0,0,113.74361238692205,210.93620565587713
1750,2538.374835,1423.8487699999998,1729.49,0.2636,0.2829999999999999,12,4,9,25.44526257,5.645753,1,14.863346,14.888871,14.926773,109.395102,110.086463,109.069727,0.0590255,81,76,0.0,0.0,0.0,56,5,0,113.3962993040812,184.4437227937529
49192,7767.934648,5257.90264,1444.46,0.27715,0.2466,3,40,41,41.7035715,7.1203330000000005,1,28.17294,18.769758,16.849523,89.977295,60.670903,89.987975,-0.0383649999999999,152,252,20.0,0.0,0.0,226,4,0,113.2804643323127,302.2147309228548
2453,951.223695,705.4466,-9999.0,0.13516,0.1097999999999999,2,10,17,66.16718769,7.469486999999998,1,15.045723,8.761777,7.432619,103.063782,93.520405,92.265423,0.0020115,33,27,2.0,2.0,0.0,245,0,0,113.26057847436164,264.1162958444649
5724,3171.863015,1561.0478,1855.18,0.2518099999999999,0.3080999999999999,9,8,16,33.82848783,5.467317,1,20.114068,22.703534,6.951442,90.000166,87.687395,90.000023,0.0813085,112,72,2.0,0.0,0.0,175,2,0,112.42838039412743,176.1236097285332
54311,2032.328825,1252.01088,996.5,0.16322,0.1595999999999999,2,9,18,56.04135668,6.65962,1,10.772196,14.860553,14.70465,64.456267,105.750513,102.129946,0.0572905,61,68,6.0,0.0,0.0,43,0,0,112.41218375905845,315.6753944210051
23824,2018.088514,1567.59512,-9999.0,0.10006,0.0776,2,9,18,57.36175091,7.577028,1,10.83945,14.679308,14.515369,65.169081,103.643916,102.63836,0.0150745,61,68,6.0,0.0,0.0,344,0,0,111.85134568296588,197.80785978048038
7864,2181.2692420000003,1326.669,-9999.0,0.16141,0.1598,9,4,18,85.75211097,8.192546999999998,1,21.642215,7.068215,14.83125,89.659675,105.958789,89.87673,0.0529145,68,70,0.0,2.0,0.0,191,2,0,111.50171751249877,480.0421686956116
43773,2372.312523,1404.00666,1428.75,0.18878,0.1920999999999999,9,2,25,53.11539494,7.501382,1,6.945913,18.258414,20.126731,68.358625,90.541129,90.810942,-0.0296675,94,48,0.0,4.0,0.0,195,2,0,111.23097842698809,297.0970883421561
58152,2207.043162,1764.9637,-9999.0,0.05729,0.0430999999999999,9,18,22,21.36024625,9.196789,1,21.379842,7.316188,14.603974,89.997537,75.052607,90.000741,0.1094115,138,58,0.0,0.0,0.0,84,2,0,111.12271519778844,153.27923625358503
53128,1869.826174,1176.53272,512.77,0.1291299999999999,0.1236,9,5,18,38.92089759,8.658564999999998,1,7.2211,12.16379,21.289192,90.012593,90.657389,90.156336,0.0724605,60,58,0.0,2.0,0.0,32,2,0,110.8038299562428,312.746935766471
25205,1623.018605,1054.37008,1470.31,0.1961099999999999,0.1817999999999999,9,1,2,49.70200447,6.287588,1,6.931326,14.620265,16.015981,89.977242,89.882315,90.100317,-0.0443294999999999,56,50,0.0,0.0,0.0,128,2,0,110.69053889306093,267.5757678665766
43984,1796.7451219999998,1065.4471199999998,-9999.0,0.15748,0.1598999999999999,3,10,29,27.22506485,6.59294,1,7.732346,8.545808,27.284457,90.252116,86.917229,93.613127,-0.0449715,44,52,6.0,2.0,0.0,71,0,0,110.66580038195971,229.00505075434899
31553,1439.026396,926.62124,1178.18,0.2104599999999999,0.1968,2,4,21,30.75049886,7.7711229999999984,1,9.64311,10.816628,13.870046,90.625303,84.169196,89.294621,0.0718439999999999,57,30,1.0,2.0,0.0,11,0,0,110.57954217765794,250.62322216220014
28348,5503.56143,3562.7404799999995,1114.23,0.19489,0.1812999999999999,12,30,30,47.21865772,7.590371,1,17.806153,17.57773,17.58698,89.924719,90.650768,89.114694,-0.0228929999999999,168,168,24.0,0.0,0.0,63,9,0,109.74462754524146,314.27397533061435
49888,956.811698,807.25612,-9999.0,0.14835,0.1058999999999999,3,1,5,109.7407835,7.650761,1,10.671405,10.129962,8.891032,90.193113,95.421465,90.269714,-0.1261605,30,20,8.0,1.0,0.0,9,0,0,109.41513536384741,339.89929228719313
42608,1516.273826,936.04848,-9999.0,0.0939699999999999,0.0917,2,16,22,46.86421436,6.953058,1,10.738467,12.431224,13.279272,117.412749,75.467175,101.411872,0.1453015,88,40,0.0,0.0,0.0,141,0,0,109.15114972109333,188.10565693253417
9934,2031.173043,1849.23236,-9999.0,0.0,0.0,4,12,15,74.60395076,7.584612,1,11.833906,18.124819,10.194548,90.02218,111.727476,90.470425,0.0816325,138,56,8.0,0.0,0.0,203,3,0,109.00260352892391,146.83171035310818
20695,1659.329421,815.76924,2037.98,0.2694199999999999,0.33,2,1,6,25.67998301,6.631465,1,10.910117,9.521621,15.973424,90.125262,90.209582,90.162725,0.127099,69,26,0.0,2.0,0.0,41,0,0,108.66728444038526,204.97046641561988
42079,7891.514912,4876.36528,-9999.0,0.1144199999999999,0.1115,4,2,17,43.4196692,7.438002,1,22.461236,13.073879,26.877504,90.0,91.00389,90.00013,0.0890605,410,206,0.0,0.0,0.0,384,3,0,107.69438418385008,221.2666941322295
19895,2236.866643,1704.6599199999998,-9999.0,0.08881,0.0701999999999999,9,1,18,54.40314274,7.645641999999999,1,21.694939,7.179904,14.937227,90.000069,105.976331,89.999818,0.0538215,72,86,0.0,0.0,0.0,160,2,0,107.61846355837207,243.59696847101128
48388,1829.851794,1121.23848,1686.54,0.2348,0.2308,3,10,29,34.14139659,6.5405370000000005,1,7.770904,8.539162,27.718225,91.657857,85.539761,93.45514,-0.0028144999999999,48,52,2.0,0.0,0.0,239,0,0,107.37500980858294,342.33774755286527
26152,1966.073113,1033.46828,2431.11,0.3020999999999999,0.3461,2,5,29,31.06604184,6.375758,1,27.82538,9.074822,7.786123,89.888982,90.000017,89.999986,-0.037188,37,52,0.0,2.0,0.0,45,0,0,107.2189724795362,310.59542565343463
33178,2110.434697,1596.72728,-9999.0,0.06331,0.0504,9,18,24,57.68646366,9.976983,1,6.945811,14.777951,21.327786,74.58985,90.345052,90.258398,-0.0026184999999999,102,58,8.0,0.0,0.0,91,2,0,106.35871166080443,231.0995168888142
23849,1155.177396,732.6507799999998,1053.22,0.1620099999999999,0.1537999999999999,2,11,14,26.38029947,6.0846800000000005,1,10.947559,10.891268,9.70216,92.891324,89.188502,90.572214,0.170135,56,19,4.0,2.0,0.0,293,0,0,105.96258880867411,125.92720635416534
20485,2419.437082,1756.6417600000002,-9999.0,0.1297299999999999,0.1076,9,13,16,89.21111955,7.812646000000002,1,20.607564,7.111434,16.524387,89.865887,92.434733,90.15335,-0.07715,74,78,8.0,0.0,0.0,339,2,0,105.83354476698076,285.2032488251706
1686,2181.46858,1336.70204,-9999.0,0.1499,0.1472999999999999,9,4,18,112.4836681,8.049284,1,21.634321,7.071025,14.836173,90.178429,106.016836,90.094865,0.0507695,76,70,0.0,0.0,0.0,25,2,0,105.6248300283172,507.03581328094276
51301,706.636266,597.1603200000001,-9999.0,0.0726099999999999,0.0517,3,10,15,74.32314562,7.889891999999999,1,7.884595,8.551807,10.508535,91.015943,87.392716,93.213449,0.051091,36,26,2.0,0.0,0.0,42,0,0,105.5549582245954,189.98290633434658
55662,1827.236966,1061.17992,1878.51,0.2579699999999999,0.2675,3,10,29,36.00632694,6.537521,1,7.735952,8.55695,27.72072,90.897077,86.300873,93.703171,-0.0228295,40,52,2.0,0.0,0.0,7,0,0,104.51660297912377,378.9344089059557
48831,3995.853871,2819.25612,-9999.0,0.0,0.0,2,41,41,57.55034113,8.041544,1,16.842876,16.838255,16.855392,68.616122,68.508213,68.808965,-0.01577,129,138,0.0,18.0,0.0,338,4,0,104.39194847293606,307.910831419788
48164,2584.554518,1749.35288,-9999.0,0.0867099999999999,0.0771,9,18,18,56.73857238,7.37876,1,7.368172,12.11304,28.961597,89.86785,90.846947,90.131479,0.0896454999999999,116,100,0.0,0.0,0.0,62,2,0,104.12728271463789,296.52670548946827
41650,2770.677706,1620.35312,1696.68,0.2554599999999999,0.2631,2,12,29,27.79168841,6.410787,1,27.856286,11.016442,9.804182,111.021116,97.911638,91.885579,0.0052815,69,52,20.0,0.0,0.0,351,0,0,103.46800742807545,150.90636911292896
10794,1926.796982,1452.94336,-9999.0,0.0,0.0,9,16,22,107.6931987,10.831043,1,19.941303,7.220809,13.734336,90.07468,103.019541,89.903539,0.1028874999999999,130,48,0.0,0.0,0.0,23,2,0,102.87298573321473,218.21625231328122
7095,2551.539437,1524.9276,689.49,0.1302099999999999,0.1312,9,18,18,55.4232794,7.739192999999998,1,7.22339,12.138973,29.09934,89.996732,89.986239,90.241238,0.053607,68,100,0.0,0.0,0.0,177,2,0,101.77436657908629,492.840438652114
18207,1470.272713,803.6341999999999,1789.59,0.2347199999999999,0.2586,2,10,28,36.47146498,6.13391,1,23.501756,8.676206,7.433892,103.011205,94.19722,92.404238,0.0094819999999999,43,39,2.0,0.0,0.0,32,0,0,101.74918062445789,284.5598206319792
24591,3266.546583,1753.3846399999998,1162.0,0.1753,0.1967,9,17,18,32.60307556,6.821259,1,6.932943,19.85886,23.799837,93.488305,91.788274,87.629171,0.080358,128,96,0.0,0.0,0.0,141,2,0,101.5796555958976,231.8458516403434
22498,3602.546792,2118.24488,401.12,0.0860199999999999,0.0880999999999999,9,25,25,53.52668504,8.495286,1,7.28444,20.709929,23.880029,90.0,90.000013,90.00002,0.1689465,304,16,0.0,8.0,0.0,304,2,0,101.31197132633463,283.2655420177663
48333,2492.020886,1342.0234,-9999.0,0.1726399999999999,0.1930999999999999,3,16,25,23.33308176,6.505396,1,12.629774,13.021771,15.714123,89.568132,102.589298,81.44241,0.1520834999999999,134,40,0.0,2.0,0.0,144,0,0,101.18245478375934,152.02185918477494
49661,2337.333057,1176.02812,1327.69,0.18027,0.2157999999999999,3,18,24,24.01081357,6.455329,1,10.500559,15.036485,15.513045,81.538216,90.318803,105.131492,0.130079,116,50,0.0,0.0,0.0,93,0,0,101.05435822073852,165.75308868859682
1526,2064.723708,1264.21452,-9999.0,0.16852,0.1656999999999999,9,16,19,84.16936380999998,7.648071,1,20.863326,7.125968,14.021989,89.945977,97.931636,90.059619,-0.034852,58,48,0.0,4.0,0.0,370,2,0,100.64936097705629,355.2683809622481
26404,1541.9106,1144.4732800000002,-9999.0,0.07076,0.0574,2,12,18,39.69335901,8.501741,1,9.821851,11.086583,15.565679,94.717379,79.331498,112.212368,0.129833,75,29,4.0,0.0,0.0,173,0,0,100.40369940805364,166.51239982916172
55072,1538.5864,915.734143,1642.1,0.2339499999999999,0.2366999999999999,2,14,18,34.83834649,6.600298,1,9.641532,10.807242,15.386473,87.904388,73.894366,91.082943,0.026121,41,51,4.0,0.0,0.0,92,0,0,99.83190182994088,278.03640537238505
103,2427.581232,1506.32512,-9999.0,0.1710599999999999,0.166,9,18,19,63.94118868,6.022309,1,23.151905,7.296955,15.111906,89.999332,108.032531,89.996081,-0.0417035,50,58,0.0,12.0,0.0,80,2,0,99.72951021943788,256.9677296974353
48779,1409.17869,1244.38984,-9999.0,0.0,0.0,9,5,2,4.127828599,9.41532,1,14.685663,7.258311,13.419767,89.999713,99.894306,90.000191,-0.0267859999999999,52,48,8.0,2.0,0.0,8,2,0,99.54736306661727,91.40262280087163
