iter	RMSE
674	23.63003504
675	23.62386639
676	23.61701198
677	23.61044305
678	23.60223435
679	23.59400969
680	23.58587699
681	23.58016312
682	23.57027463
683	23.56166477
684	23.55423993
685	23.54282775
686	23.53413519
687	23.52594017
688	23.52116558
689	23.51301078
690	23.50476345
691	23.49287683
692	23.48581123
693	23.47737267
694	23.46153971
695	23.45291116
696	23.44526367
697	23.43860036
698	23.42774884
699	23.42050025
700	23.41489407
701	23.40442178
702	23.39355886
703	23.38520525
704	23.37592922
705	23.37064017
706	23.3618049
707	23.3516125
708	23.34170798
709	23.33645005
710	23.32691154
711	23.31904671
712	23.31098936
713	23.30228727
714	23.29367613
715	23.28771932
716	23.28041014
717	23.2754553
718	23.2658642
719	23.25868634
720	23.24773221
721	23.2397581
722	23.23224613
723	23.22231595
724	23.21233322
725	23.20547634
726	23.19815108
727	23.19165553
728	23.1862273
729	23.17876888
730	23.17167156
731	23.16406975
732	23.15639054
733	23.14895093
734	23.1389619
735	23.12977862
736	23.12072703
737	23.11093349
738	23.10216972
739	23.09396157
740	23.0879689
741	23.0802961
742	23.07089123
743	23.06258912
744	23.05611547
745	23.04837053
746	23.03750477
747	23.03260945
748	23.02477056
749	23.02070869
750	23.01355763
751	23.00577971
752	22.99853981
753	22.98864673
754	22.98221182
755	22.97236863
756	22.96726207
757	22.96045051
758	22.95268328
759	22.93886641
760	22.92990057
761	22.92558129
762	22.91391957
763	22.90785122
764	22.89613906
765	22.88643321
766	22.87741294
767	22.86914285
768	22.85656285
769	22.84391431
770	22.83966399
771	22.83255011
772	22.82703974
773	22.81929483
774	22.8138306
775	22.80659423
776	22.79587068
777	22.78939087
778	22.78392699
779	22.77950737
780	22.77053477
781	22.75822068
782	22.74811201
783	22.74290679
784	22.73598276
785	22.72780892
786	22.72058953
787	22.71591168
788	22.70612541
789	22.69678272
790	22.69039054
791	22.68583781
792	22.67258232
793	22.66808243
794	22.65670062
795	22.64858535
796	22.64299969
797	22.63822545
798	22.62728631
799	22.61881949
800	22.61348414
801	22.60278749
802	22.59669282
803	22.58889299
804	22.58321214
805	22.57554392
806	22.56990605
807	22.55782417
808	22.55279435
809	22.54749566
810	22.54111084
811	22.53167586
812	22.52533317
813	22.51834806
814	22.5068085
815	22.49800149
816	22.49109128
817	22.48418179
818	22.472228
819	22.46482773
820	22.45566593
821	22.4509482
822	22.44474641
823	22.43853722
824	22.42602307
825	22.41966196
826	22.41348663
827	22.40709062
828	22.39783813
829	22.39293213
830	22.38194941
831	22.37845871
832	22.37165846
833	22.36577755
834	22.3582767
835	22.35163109
836	22.34439637
837	22.33449356
838	22.32766704
839	22.32246713
840	22.31995822
841	22.31069637
842	22.30599949
843	22.29953323
844	22.29298481
845	22.28691517
846	22.28258175
847	22.27121432
848	22.26222995
849	22.25258217
850	22.24571959
851	22.23510811
852	22.22992428
853	22.22147266
854	22.2180487
855	22.20961503
856	22.20188505
857	22.19470766
858	22.19011861
859	22.18579918
860	22.17889419
861	22.17139665
862	22.16314688
863	22.15683256
864	22.14908409
865	22.14264161
866	22.13728882
867	22.12730501
868	22.12097436
869	22.11681621
870	22.10779472
871	22.1018507
872	22.09384838
873	22.09000655
874	22.0835447
875	22.08048535
876	22.07501181
877	22.06694466
878	22.06241108
879	22.05703899
880	22.05342962
881	22.04324003
882	22.03214384
883	22.0287112
884	22.02090402
885	22.01171237
886	22.00219213
887	21.99333169
888	21.9871483
889	21.97974285
890	21.97453152
891	21.96737759
892	21.95706631
893	21.95118469
894	21.94471181
895	21.93904556
896	21.93231102
897	21.92566679
898	21.91937457
899	21.91137889
900	21.90173642
901	21.89242412
902	21.88511873
903	21.87409738
904	21.86644506
905	21.86050295
906	21.85170652
907	21.84291659
908	21.8312172
909	21.82316279
910	21.81511324
911	21.80771899
912	21.803743
913	21.79867414
914	21.78985685
915	21.78163163
916	21.77694752
917	21.76790207
918	21.7601708
919	21.75081033
920	21.74769507
921	21.73869301
922	21.73334944
923	21.72533136
924	21.72011946
925	21.71579894
926	21.70810663
927	21.70045887
928	21.69306325
929	21.68683683
930	21.68068006
931	21.67595986
932	21.67010967
933	21.65982218
934	21.6501401
935	21.64436946
936	21.63678224
937	21.63183201
938	21.62607785
939	21.62335091
940	21.61476647
941	21.60436374
942	21.59663846
943	21.59152764
944	21.58228405
945	21.57562166
946	21.56882628
947	21.56125923
948	21.5566713
949	21.55043107
950	21.54483902
951	21.5345735
952	21.52780607
953	21.51929204
954	21.51046153
955	21.50167591
956	21.49569541
957	21.48657519
958	21.48137752
959	21.47798161
960	21.47143558
961	21.46232689
962	21.45394554
963	21.45080018
964	21.44366706
965	21.43787067
966	21.43262978
967	21.42116515
968	21.4131763
969	21.40920701
970	21.40357151
971	21.39713048
972	21.39078489
973	21.38765782
974	21.3802365
975	21.37318561
976	21.36674064
977	21.35937997
978	21.35371403
979	21.34781966
980	21.33604932
981	21.3278999
982	21.3204342
983	21.31579464
984	21.31152828
985	21.30737602
986	21.29758274
987	21.29166943
988	21.28542743
989	21.27821912
990	21.2714267
991	21.26522604
992	21.2576696
993	21.25302738
994	21.24748861
995	21.23885492
996	21.2333522
997	21.22910985
998	21.22316428
999	21.21750175
